DATASET_MULTIBAR
SEPARATOR TAB
DATASET_LABEL	Architecture composition
COLOR	#ff0000

FIELD_LABELS	both	dimeric	monomeric
FIELD_COLORS	#4daf4a	#377eb8	#e41a1c

Candidatus Lucifugimonadaceae	1.0	0.0	0.0
Candidatus Magnetaquicoccaceae	1.0	0.0	0.0
Candidatus Magnetobacteriaceae	0.0	1.0	0.0
Candidatus Manganitrophaceae	1.0	0.0	0.0
Candidatus Methanoperedentaceae	0.0	1.0	0.0
Candidatus Methylomirabilaceae	0.0	1.0	0.0
Candidatus Micrarchaeaceae	0.0	1.0	0.0
Candidatus Midichloriaceae	0.0	1.0	0.0
Candidatus Nanopelagicaceae	0.0	1.0	0.0
Candidatus Nitrosocaldaceae	0.0	1.0	0.0
Candidatus Njordibacteraceae	0.0	1.0	0.0
Candidatus Nucleicultricaceae	0.0	1.0	0.0
Candidatus Paracaedibacteraceae	0.0	1.0	0.0
Candidatus Pelagibacteraceae	0.0	1.0	0.0
Candidatus Persebacteraceae	0.0	1.0	0.0
Candidatus Promineifilaceae	0.0	1.0	0.0
Candidatus Pseudothioglobaceae	0.0	1.0	0.0
Candidatus Puniceispirillaceae	0.6875	0.3125	0.0
Candidatus Rhabdochlamydiaceae	0.0	1.0	0.0
Candidatus Scalinduaceae	1.0	0.0	0.0
Candidatus Seribacteraceae	0.0	1.0	0.0
Capillimicrobiaceae	0.0	1.0	0.0
Capsulimonadaceae	0.0	1.0	0.0
Carbonactinosporaceae	0.0	1.0	0.0
Cardiobacteriaceae	0.6666666666666666	0.3333333333333333	0.0
Carnobacteriaceae	0.0	1.0	0.0
Caryophanaceae	0.01616161616161616	0.9838383838383838	0.0
Caryophanales Family X. Incertae Sedis	0.0	1.0	0.0
Casimicrobiaceae	1.0	0.0	0.0
Catalimonadaceae	0.0	1.0	0.0
Catenulisporaceae	0.0	1.0	0.0
Caulobacteraceae	0.0	1.0	0.0
Celerinatantimonadaceae	0.0	1.0	0.0
Cellulomonadaceae	0.06451612903225806	0.9354838709677419	0.0
Cellulosilyticaceae	0.0	1.0	0.0
Cellvibrionaceae	0.9411764705882353	0.058823529411764705	0.0
Cerasicoccaceae	0.8333333333333334	0.16666666666666666	0.0
Cesiribacteraceae	1.0	0.0	0.0
Chamaesiphonaceae	1.0	0.0	0.0
Chelatococcaceae	0.0	1.0	0.0
Chitinibacteraceae	0.0	1.0	0.0
Chitinispirillaceae	0.0	1.0	0.0
Chitinivibrionaceae	0.0	1.0	0.0
Chitinophagaceae	0.016819571865443424	0.9831804281345565	0.0
Chlamydiaceae	0.0	1.0	0.0
Chloracidobacteriaceae	0.0	1.0	0.0
Chlorobiaceae	1.0	0.0	0.0
Chloroflexaceae	0.0	1.0	0.0
Chlorogloeopsidaceae	0.0	1.0	0.0
Christensenellaceae	0.0	1.0	0.0
Chromatiaceae	0.6357142857142857	0.36428571428571427	0.0
Chromobacteriaceae	0.8764044943820225	0.12359550561797752	0.0
Chroococcaceae	0.0	1.0	0.0
Chroococcidiopsidaceae	0.0	1.0	0.0
Chryseotaleaceae	0.0	1.0	0.0
Chrysiogenaceae	1.0	0.0	0.0
Chthonomonadaceae	0.0	1.0	0.0
Clostridiaceae	0.00936768149882904	0.990632318501171	0.0
Clostridiales Family XVI. Incertae Sedis	0.0	1.0	0.0
Clostridiales Family XVII. Incertae Sedis	0.0	1.0	0.0
Cohaesibacteraceae	1.0	0.0	0.0
Coleofasciculaceae	0.0	1.0	0.0
Colwelliaceae	1.0	0.0	0.0
Comamonadaceae	0.8517260894170912	0.1482739105829089	0.0
Conexibacteraceae	0.5909090909090909	0.4090909090909091	0.0
Conexivisphaeraceae	0.0	1.0	0.0
Coprobacillaceae	0.0	1.0	0.0
Coraliomargaritaceae	1.0	0.0	0.0
Coralliovaceae	0.0	1.0	0.0
Coriobacteriaceae	0.0	1.0	0.0
Corynebacteriaceae	0.9975669099756691	0.0	0.0024330900243309003
Coxiellaceae	0.0	1.0	0.0
Crenotrichaceae	0.0	1.0	0.0
Crocinitomicaceae	0.3076923076923077	0.0	0.6923076923076923
Cryomorphaceae	0.75	0.25	0.0
Cryptosporangiaceae	1.0	0.0	0.0
Cuniculiplasmataceae	0.0	1.0	0.0
Cyanothecaceae	0.0	1.0	0.0
Cyclobacteriaceae	1.0	0.0	0.0
Cyclonatronaceae	0.4	0.6	0.0
Cymatolegaceae	1.0	0.0	0.0
Cytophagaceae	0.10869565217391304	0.8913043478260869	0.0
Deferribacteraceae	1.0	0.0	0.0
Deferrisomataceae	0.0	1.0	0.0
Deferrivibrionaceae	1.0	0.0	0.0
Defluviitaleaceae	0.0	1.0	0.0
Dehalococcoidaceae	0.0	1.0	0.0
Deinococcaceae	0.0	1.0	0.0
Demequinaceae	0.0	1.0	0.0
Dermabacteraceae	0.9736842105263158	0.0	0.02631578947368421
Dermacoccaceae	0.0	1.0	0.0
Dermatophilaceae	0.8260869565217391	0.08695652173913043	0.08695652173913043
Desertifilaceae	0.0	1.0	0.0
Desulfallaceae	0.0	1.0	0.0
Desulfarculaceae	0.0	1.0	0.0
Desulfatibacillaceae	0.0	1.0	0.0
Desulfatiglandaceae	0.0	1.0	0.0
Desulfatirhabdiaceae	0.0	1.0	0.0
Desulfitibacteraceae	0.0	1.0	0.0
Desulfitobacteriaceae	0.0	1.0	0.0
Desulfobacteraceae	0.7272727272727273	0.2727272727272727	0.0
Desulfobulbaceae	0.23076923076923078	0.7692307692307693	0.0
Desulfocapsaceae	0.0	1.0	0.0
Desulfococcaceae	0.0	1.0	0.0
Desulfohalobiaceae	0.0	1.0	0.0
Desulfomicrobiaceae	0.0	1.0	0.0
Desulfonatronaceae	1.0	0.0	0.0
Desulfonatronovibrionaceae	0.0	1.0	0.0
Desulfonauticaceae	0.5	0.5	0.0
Desulfoplanaceae	0.0	1.0	0.0
Desulforegulaceae	0.0	1.0	0.0
Desulfosarcinaceae	0.2727272727272727	0.7272727272727273	0.0
Desulfotomaculaceae	0.0	1.0	0.0
Desulfovibrionaceae	0.0	1.0	0.0
Desulfurellaceae	1.0	0.0	0.0
Desulfuribacillaceae	0.0	1.0	0.0
Desulfurisporaceae	0.0	1.0	0.0
Desulfurobacteriaceae	1.0	0.0	0.0
Desulfurococcaceae	0.0	1.0	0.0
Desulfuromonadaceae	0.8095238095238095	0.19047619047619047	0.0
Dethiobacteraceae	0.0	1.0	0.0
Dethiosulfovibrionaceae	0.0	1.0	0.0
Devosiaceae	0.03932584269662921	0.9606741573033708	0.0
Dictyobacteraceae	0.0	1.0	0.0
Dictyoglomaceae	0.0	1.0	0.0
Dietziaceae	0.9555555555555556	0.044444444444444446	0.0
Dissulfuribacteraceae	0.0	1.0	0.0
Dongiaceae	0.0	1.0	0.0
Dysgonomonadaceae	0.0	1.0	0.0
Echinimonadaceae	1.0	0.0	0.0
Ectothiorhodospiraceae	0.14906832298136646	0.8509316770186336	0.0
Eggerthellaceae	0.0	1.0	0.0
Egibacteraceae	0.0	1.0	0.0
Egicoccaceae	1.0	0.0	0.0
Elioraeaceae	0.0	1.0	0.0
Emcibacteraceae	0.0	1.0	0.0
Endomicrobiaceae	0.0	1.0	0.0
Endozoicomonadaceae	0.4098360655737705	0.5901639344262295	0.0
Enterobacteriaceae	0.00718132854578097	0.9910233393177738	0.0017953321364452424
Enterococcaceae	0.0	1.0	0.0
Entophysalidaceae	0.0	1.0	0.0
Erwiniaceae	0.03131991051454139	0.9686800894854586	0.0
Erysipelotrichaceae	0.0	1.0	0.0
Erythrobacteraceae	0.0	1.0	0.0
Eubacteriaceae	0.0	1.0	0.0
Euzebyaceae	1.0	0.0	0.0
Fastidiosibacteraceae	0.8333333333333334	0.0	0.16666666666666666
Ferrimonadaceae	0.4489795918367347	0.5510204081632653	0.0
Ferroplasmaceae	0.0	1.0	0.0
Ferrovaceae	0.0	1.0	0.0
Fervidibacteraceae	0.0	1.0	0.0
Fibrobacteraceae	1.0	0.0	0.0
Fictibacillaceae	0.0	1.0	0.0
Fidelibacteraceae	0.0	1.0	0.0
Filifactoraceae	0.0	1.0	0.0
Fimbriimonadaceae	0.0	1.0	0.0
Flammeovirgaceae	0.782608695652174	0.21739130434782608	0.0
Flavobacteriaceae	0.891771935814271	0.0399453738477296	0.06828269033799932
Flectobacillaceae	0.0	1.0	0.0
Flexibacteraceae	0.0	1.0	0.0
Fluviibacteraceae	1.0	0.0	0.0
Fontisphaeraceae	0.0	1.0	0.0
Fortieaceae	0.0	1.0	0.0
Francisellaceae	0.9090909090909091	0.0	0.09090909090909091
Frankiaceae	0.8775510204081632	0.12244897959183673	0.0
Fulvivirgaceae	0.46808510638297873	0.5319148936170213	0.0
Fusibacteraceae	0.0	1.0	0.0
Fusobacteriaceae	0.0	1.0	0.0
Futianiaceae	0.0	1.0	0.0
Gaiellaceae	0.0	1.0	0.0
Gallaecimonadaceae	1.0	0.0	0.0
Gallionellaceae	0.5454545454545454	0.45454545454545453	0.0
Gaopeijiaceae	1.0	0.0	0.0
Geitlerinemataceae	0.0	1.0	0.0
Geminicoccaceae	0.0	1.0	0.0
Geminocystaceae	0.4444444444444444	0.5555555555555556	0.0
Gemmataceae	0.0	1.0	0.0
Gemmatimonadaceae	0.0	1.0	0.0
Geoalkalibacteraceae	1.0	0.0	0.0
Geobacteraceae	0.958904109589041	0.0410958904109589	0.0
Geochordaceae	0.0	1.0	0.0
Geodermatophilaceae	0.03827751196172249	0.9617224880382775	0.0
Geopsychrobacteraceae	1.0	0.0	0.0
Geothermobacteraceae	1.0	0.0	0.0
Geovibrionaceae	1.0	0.0	0.0
Gloeobacteraceae	0.0	1.0	0.0
Gloeomargaritaceae	0.0	1.0	0.0
Glycomycetaceae	0.0	1.0	0.0
Gordoniaceae	0.9102564102564102	0.08974358974358974	0.0
Gottschalkiaceae	0.0	1.0	0.0
Govanellaceae	0.0	1.0	0.0
Granulosicoccaceae	0.8181818181818182	0.18181818181818182	0.0
Guptibacillaceae	0.13043478260869565	0.8695652173913043	0.0
Hafniaceae	0.0	1.0	0.0
Hahellaceae	0.9230769230769231	0.07692307692307693	0.0
Haladaptataceae	0.0	1.0	0.0
Halalkalicoccaceae	0.0	1.0	0.0
Halanaerobiaceae	0.0	1.0	0.0
Halarsenatibacteraceae	0.0	1.0	0.0
Halieaceae	0.32098765432098764	0.6790123456790124	0.0
Haliovirgaceae	0.0	1.0	0.0
Haliscomenobacteraceae	0.5384615384615384	0.46153846153846156	0.0
Haloarculaceae	0.0390625	0.9609375	0.0
Halobacteriaceae	0.08888888888888889	0.9111111111111111	0.0
Halobacteriovoraceae	0.2857142857142857	0.0	0.7142857142857143
Halobacteroidaceae	0.0	1.0	0.0
Halococcaceae	0.0	1.0	0.0
Haloferacaceae	0.0	1.0	0.0
Halomonadaceae	0.7896935933147632	0.21030640668523676	0.0
Halorubellaceae	0.0	1.0	0.0
Halorutilaceae	0.0	1.0	0.0
Halothecacae	0.0	1.0	0.0
Halothiobacillaceae	0.0	1.0	0.0
Hapalosiphonaceae	0.0	1.0	0.0
Helicobacteraceae	0.5882352941176471	0.37815126050420167	0.03361344537815126
Heliobacteriaceae	0.0	1.0	0.0
Herpetosiphonaceae	0.0	1.0	0.0
Hippeaceae	1.0	0.0	0.0
Holophagaceae	1.0	0.0	0.0
Holosporaceae	0.0	1.0	0.0
Hoyosellaceae	1.0	0.0	0.0
Hydrococcaceae	0.0	1.0	0.0
Hydrogenimonadaceae	1.0	0.0	0.0
Hydrogenophilaceae	0.0	1.0	0.0
Hydrogenothermaceae	0.875	0.125	0.0
Hymenobacteraceae	0.34525939177101966	0.6547406082289803	0.0
Hyphomicrobiaceae	0.08333333333333333	0.9166666666666666	0.0
Hyphomonadaceae	0.0	1.0	0.0
Iamiaceae	0.47058823529411764	0.5294117647058824	0.0
Ichthyobacteriaceae	0.0	1.0	0.0
Idiomarinaceae	0.9285714285714286	0.0	0.07142857142857142
Ignatzschineriaceae	1.0	0.0	0.0
Ilumatobacteraceae	1.0	0.0	0.0
Immundisolibacteraceae	0.0	1.0	0.0
Intestinicryptomonadaceae	0.0	1.0	0.0
Intrasporangiaceae	0.9698275862068966	0.03017241379310345	0.0
Iodidimonadaceae	0.4	0.6	0.0
Isosphaeraceae	0.0	1.0	0.0
Jatrophihabitantaceae	0.4	0.6	0.0
Jiangellaceae	0.0	1.0	0.0
Jonesiaceae	0.25	0.75	0.0
Kaistiaceae	0.0	1.0	0.0
Kallotenuaceae	0.0	1.0	0.0
Kangiellaceae	1.0	0.0	0.0
Ketobacteraceae	1.0	0.0	0.0
Kiloniellaceae	0.0	1.0	0.0
Kineosporiaceae	0.2413793103448276	0.7586206896551724	0.0
Kiritimatiellaceae	0.0	1.0	0.0
Koleobacteraceae	0.0	1.0	0.0
Kolteriaceae	0.0	1.0	0.0
Kordiimonadaceae	0.0	1.0	0.0
Kosmotogaceae	0.0	1.0	0.0
Kribbellaceae	1.0	0.0	0.0
Kribbibacteriaceae	0.0	1.0	0.0
Kytococcaceae	0.4	0.0	0.6
Lachnospiraceae	0.002617801047120419	0.9973821989528796	0.0
Lacipirellulaceae	0.0	1.0	0.0
Lactobacillaceae	0.0	1.0	0.0
Laspinemataceae	0.0	1.0	0.0
Lawsonellaceae	0.0	1.0	0.0
Leadbetterellaceae	0.4772727272727273	0.5227272727272727	0.0
Leeiaceae	0.0	1.0	0.0
Legionellaceae	0.0	1.0	0.0
Lentimicrobiaceae	0.5	0.5	0.0
Lentisphaeraceae	1.0	0.0	0.0
Leptolyngbyaceae	0.0425531914893617	0.9574468085106383	0.0
Leptospiraceae	0.014492753623188406	0.9855072463768116	0.0
Leptotrichiaceae	0.0	1.0	0.0
Lewinellaceae	0.075	0.925	0.0
Lichenihabitantaceae	0.0	1.0	0.0
Limisphaeraceae	0.0	1.0	0.0
Limnochordaceae	0.0	1.0	0.0
Listeriaceae	0.0	1.0	0.0
Litorivicinaceae	0.0	1.0	0.0
Lujinxingiaceae	1.0	0.0	0.0
Luteibaculaceae	0.0	0.0	1.0
Lutisporaceae	0.0	1.0	0.0
Lysobacteraceae	0.8353783231083844	0.16462167689161555	0.0
Magnetococcaceae	1.0	0.0	0.0
Magnetospirillaceae	1.0	0.0	0.0
Magnetovibrionaceae	0.0	1.0	0.0
Maliibacteriaceae	0.0	1.0	0.0
Mangrovivirgaceae	0.0	1.0	0.0
Maricaulaceae	0.0	1.0	0.0
Marinicellaceae	1.0	0.0	0.0
Marinifilaceae	1.0	0.0	0.0
Marinilabiliaceae	0.576271186440678	0.4067796610169492	0.01694915254237288
Marinobacteraceae	0.9811320754716981	0.018867924528301886	0.0
Mariprofundaceae	0.75	0.25	0.0
Marivirgaceae	1.0	0.0	0.0
Melioribacteraceae	0.0	1.0	0.0
Merismopediaceae	0.0	1.0	0.0
Methanobacteriaceae	0.0	1.0	0.0
Methanocalculaceae	0.0	1.0	0.0
Methanocaldococcaceae	0.0	1.0	0.0
Methanocellaceae	0.0	1.0	0.0
Methanococcaceae	0.0	1.0	0.0
Methanocorpusculaceae	0.0	1.0	0.0
Methanomassiliicoccaceae	0.0	1.0	0.0
Methanomethylophilaceae	0.0	1.0	0.0
Methanomicrobiaceae	0.0	1.0	0.0
Methanonatronarchaeaceae	0.0	1.0	0.0
Methanopyraceae	0.0	1.0	0.0
Methanoregulaceae	0.0	1.0	0.0
Methanosarcinaceae	0.3953488372093023	0.6046511627906976	0.0
Methanospirillaceae	0.0	1.0	0.0
Methanotrichaceae	0.0	1.0	0.0
Methermicoccaceae	0.0	1.0	0.0
Methylacidiphilaceae	0.0	1.0	0.0
Methylobacteriaceae	0.019572953736654804	0.9804270462633452	0.0
Methylococcaceae	0.023391812865497075	0.9766081871345029	0.0
Methylocystaceae	0.0	1.0	0.0
Methylohalomonadaceae	0.0	1.0	0.0
Methylophilaceae	0.0	1.0	0.0
Methylopilaceae	0.0	1.0	0.0
Methylothermaceae	0.0	1.0	0.0
Microbacteriaceae	0.5731832139201638	0.4263050153531218	0.0005117707267144319
Microbulbiferaceae	0.0	1.0	0.0
Micrococcaceae	0.9162759544541192	0.08372404554588078	0.0
Microcoleaceae	0.015748031496062992	0.984251968503937	0.0
Microcystaceae	0.0	1.0	0.0
Micromonosporaceae	0.006091370558375634	0.9939086294416244	0.0
Micropepsaceae	0.0	1.0	0.0
Microscillaceae	0.0	1.0	0.0
Miltoncostaeaceae	0.0	1.0	0.0
Minwuiaceae	0.0	1.0	0.0
Monoglobaceae	0.0	1.0	0.0
Moraxellaceae	0.9593984962406015	0.039097744360902256	0.0015037593984962407
Morganellaceae	0.015	0.985	0.0
Moritellaceae	1.0	0.0	0.0
Motilibacteraceae	0.0	1.0	0.0
Mucispirillaceae	0.0	1.0	0.0
Muribaculaceae	0.0	1.0	0.0
Mycobacteriaceae	0.9790528233151184	0.020947176684881604	0.0
Myxococcaceae	0.0	1.0	0.0
Nakamurellaceae	0.06666666666666667	0.9333333333333333	0.0
Nannocystaceae	0.4	0.6	0.0
Natranaerofabaceae	0.0	1.0	0.0
Natranaerovirgaceae	0.0	1.0	0.0
Natrialbaceae	0.013422818791946308	0.9865771812080537	0.0
Natronincolaceae	0.0	1.0	0.0
Natronoarchaeaceae	0.0	1.0	0.0
Natronomonadaceae	0.0	1.0	0.0
Natronospiraceae	0.0	1.0	0.0
Natronospirillaceae	0.0	1.0	0.0
Nautiliaceae	1.0	0.0	0.0
Neisseriaceae	0.34558823529411764	0.6544117647058824	0.0
Neomegalonemataceae	0.0	1.0	0.0
Neomoorellaceae	0.0	1.0	0.0
Neosynechococcaceae	0.0	1.0	0.0
Nevskiaceae	0.7540983606557377	0.2459016393442623	0.0
Nitratiruptoraceae	1.0	0.0	0.0
Nitriliruptoraceae	1.0	0.0	0.0
Nitrobacteraceae	0.1354526606772633	0.8645473393227368	0.0
Nitrosomonadaceae	0.0	1.0	0.0
Nitrosopumilaceae	0.0	1.0	0.0
Nitrososphaeraceae	0.0	1.0	0.0
Nitrosotaleaceae	0.0	1.0	0.0
Nitrospinaceae	1.0	0.0	0.0
Nitrospiraceae	0.8333333333333334	0.16666666666666666	0.0
Nocardiaceae	0.2463519313304721	0.7536480686695279	0.0
Nocardioidaceae	0.9777365491651205	0.022263450834879406	0.0
Nocardiopsidaceae	0.012987012987012988	0.987012987012987	0.0
Nodosilineaceae	0.0	1.0	0.0
Nodulariaceae	0.0	1.0	0.0
Nostocaceae	0.0	1.0	0.0
Notoacmeibacteraceae	0.0	1.0	0.0
Novispirillaceae	0.0	1.0	0.0
Oceanibaculaceae	0.0	1.0	0.0
Oceanipulchritudinaceae	1.0	0.0	0.0
Oceanococcaceae	0.5	0.5	0.0
Oceanospirillaceae	1.0	0.0	0.0
Oculatellaceae	0.0	1.0	0.0
Odoribacteraceae	0.0	1.0	0.0
Oleiphilaceae	1.0	0.0	0.0
Oleispirillaceae	0.0	1.0	0.0
Oligosphaeraceae	0.0	1.0	0.0
Opitutaceae	0.9487179487179487	0.05128205128205128	0.0
Orbaceae	0.0	1.0	0.0
Ornithinimicrobiaceae	0.7352941176470589	0.2647058823529412	0.0
Oscillatoriaceae	0.0	1.0	0.0
Oscillochloridaceae	0.0	1.0	0.0
Oscillospiraceae	0.0	1.0	0.0
Ostreibacteriaceae	0.0	1.0	0.0
Oxalobacteraceae	0.8382204246713852	0.16177957532861476	0.0
Paenibacillaceae	0.0	1.0	0.0
Paludibacteraceae	0.0	1.0	0.0
Parachlamydiaceae	0.0	1.0	0.0
Paracoccaceae	0.5299380591878872	0.4700619408121129	0.0
Paraconexibacteraceae	1.0	0.0	0.0
Parasphingopyxidaceae	0.0	1.0	0.0
Parvibaculaceae	0.0	1.0	0.0
Parvicellaceae	0.0	0.0	1.0
Parvularculaceae	0.0	1.0	0.0
Pasteurellaceae	0.14893617021276595	0.851063829787234	0.0
Pasteuriaceae	0.0	1.0	0.0
Patulibacteraceae	1.0	0.0	0.0
Pectobacteriaceae	0.05	0.95	0.0
Pedomonadaceae	0.0	1.0	0.0
Pelagicoccaceae	1.0	0.0	0.0
Pendulisporaceae	0.0	1.0	0.0
Peptoclostridiaceae	0.0	1.0	0.0
Peptococcaceae	0.0	1.0	0.0
Peptoniphilaceae	0.0	1.0	0.0
Peptostreptococcaceae	0.0	1.0	0.0
Perlucidibacaceae	1.0	0.0	0.0
Persicobacteraceae	0.5	0.5	0.0
Petrachlorosaceae	1.0	0.0	0.0
Petrotogaceae	0.0	1.0	0.0
Phaeocystidibacteraceae	1.0	0.0	0.0
Phreatobacteraceae	0.0	1.0	0.0
Phycisphaeraceae	0.2727272727272727	0.7272727272727273	0.0
Phyllobacteriaceae	0.0	1.0	0.0
Pirellulaceae	0.7114093959731543	0.28859060402684567	0.0
Piscirickettsiaceae	0.8695652173913043	0.13043478260869565	0.0
Planctomycetaceae	0.1038961038961039	0.8961038961038961	0.0
Pleioneaceae	1.0	0.0	0.0
Pleomorphomonadaceae	0.0	1.0	0.0
Pleurocapsaceae	0.0	1.0	0.0
Polyangiaceae	0.3448275862068966	0.6551724137931034	0.0
Pontiellaceae	1.0	0.0	0.0
Porphyromonadaceae	0.2	0.8	0.0
Porticoccaceae	0.3333333333333333	0.6666666666666666	0.0
Prevotellaceae	0.0	1.0	0.0
Prochlorococcaceae	0.0	1.0	0.0
Prolixibacteraceae	0.0	1.0	0.0
Promicromonosporaceae	0.8169934640522876	0.1830065359477124	0.0
Propionibacteriaceae	0.8654970760233918	0.12280701754385964	0.011695906432748537
