DATASET_MULTIBAR
SEPARATOR TAB
DATASET_LABEL	Habitat composition
COLOR	#00aa00

FIELD_LABELS	animal	aquatic	soil	unknown
FIELD_COLORS	#d73027	#1b9e77	#8c510a	#969696

WIDTH	50
HEIGHT	10
MARGIN	5

DATA
Bifidobacteriaceae	0.49159663865546216	0.0	0.0	0.5084033613445378
Blastochloridaceae	0.0	0.0	1.0	0.0
Blastomonadaceae	0.0	0.25	0.0	0.75
Blattabacteriaceae	0.0	0.0	0.0	1.0
Brachyspiraceae	0.46153846153846156	0.0	0.0	0.5384615384615384
Bradymonadaceae	0.0	0.25	0.0	0.75
Brevibacteriaceae	0.2536231884057971	0.0	0.0	0.7463768115942029
Breznakiellaceae	0.0	0.0	0.0	1.0
Brucellaceae	0.4835164835164835	0.0	0.0	0.5164835164835165
Bruguierivoracaceae	0.0	0.0	0.0	1.0
Bryobacteraceae	1.0	0.0	0.0	0.0
Budviciaceae	0.2857142857142857	0.0	0.0	0.7142857142857143
Burkholderiaceae	0.0725604670558799	0.02543786488740617	0.19140950792326938	0.7105921601334445
Butyricicoccaceae	0.34782608695652173	0.0	0.0	0.6521739130434783
Caedimonadaceae	0.0	0.0	0.0	1.0
Calderihabitantaceae	0.0	1.0	0.0	0.0
Caldicellulosiruptoraceae	0.3333333333333333	0.0	0.16666666666666666	0.5
Caldicoprobacteraceae	0.4	0.4	0.2	0.0
Caldilineaceae	0.0	1.0	0.0	0.0
Calotrichaceae	0.0	0.07692307692307693	0.0	0.9230769230769231
Caminicellaceae	0.0	0.6	0.0	0.4
Campylobacteraceae	0.5641025641025641	0.0	0.0	0.4358974358974359
Candidatus Acidulidesulfobacteraceae	0.0	0.0	0.0	1.0
Candidatus Berkiellaceae	0.0	0.0	0.0	1.0
Candidatus Bipolaricaulaceae	0.0	0.0	0.0	1.0
Candidatus Brocadiaceae	0.0	0.0	0.0	1.0
Candidatus Chloroheliaceae	0.0	0.0	0.0	1.0
Candidatus Competibacteraceae	0.0	0.0	0.3333333333333333	0.6666666666666666
Candidatus Criblamydiaceae	0.0	0.0	0.0	1.0
Candidatus Desulfofervidaceae	0.0	0.0	0.0	1.0
Candidatus Hepatincolaceae	0.0	0.0	0.0	1.0
Candidatus Johnevansiaceae	0.0	0.0	0.0	1.0
Candidatus Levibacteraceae	0.0	0.0	0.0	1.0
Candidatus Lucifugimonadaceae	0.0	0.0	0.0	1.0
Candidatus Magnetaquicoccaceae	0.0	0.0	0.0	1.0
Candidatus Magnetobacteriaceae	0.0	0.0	0.0	1.0
Candidatus Manganitrophaceae	0.0	0.0	0.0	1.0
Candidatus Methanoperedentaceae	0.0	0.0	0.0	1.0
Candidatus Methylomirabilaceae	0.0	0.0	0.0	1.0
Candidatus Micrarchaeaceae	0.0	0.0	0.0	1.0
Candidatus Midichloriaceae	0.0	0.0	0.0	1.0
Candidatus Nanopelagicaceae	0.0	0.0	0.0	1.0
Candidatus Nitrosocaldaceae	0.0	0.0	0.0	1.0
Candidatus Njordibacteraceae	0.0	0.0	0.0	1.0
Candidatus Nucleicultricaceae	0.0	0.0	0.0	1.0
Candidatus Paracaedibacteraceae	0.0	0.0	0.0	1.0
Candidatus Pelagibacteraceae	0.0	0.0	0.0	1.0
Candidatus Persebacteraceae	0.0	0.0	0.0	1.0
Candidatus Promineifilaceae	0.0	0.0	0.0	1.0
Candidatus Pseudothioglobaceae	0.0	0.0	0.0	1.0
Candidatus Puniceispirillaceae	0.0	0.0	0.0	1.0
Candidatus Rhabdochlamydiaceae	0.0	0.0	0.0	1.0
Candidatus Scalinduaceae	0.0	0.0	0.0	1.0
Candidatus Seribacteraceae	0.0	0.0	0.0	1.0
Capillimicrobiaceae	0.0	0.0	0.0	1.0
Capsulimonadaceae	0.0	0.0	1.0	0.0
Carbonactinosporaceae	0.0	0.0	0.0	1.0
Cardiobacteriaceae	0.5	0.0	0.0	0.5
Carnobacteriaceae	0.17857142857142858	0.5357142857142857	0.0	0.2857142857142857
Caryophanaceae	0.1393939393939394	0.012121212121212121	0.22626262626262628	0.6222222222222222
Caryophanales Family X. Incertae Sedis	0.2857142857142857	0.2857142857142857	0.0	0.42857142857142855
Casimicrobiaceae	0.0	1.0	0.0	0.0
Catalimonadaceae	0.0	0.15384615384615385	0.15384615384615385	0.6923076923076923
Catenulisporaceae	0.0	0.0	0.3076923076923077	0.6923076923076923
Caulobacteraceae	0.1492063492063492	0.1111111111111111	0.07301587301587302	0.6666666666666666
Celerinatantimonadaceae	0.0	0.5555555555555556	0.0	0.4444444444444444
Cellulomonadaceae	0.10215053763440861	0.0	0.1935483870967742	0.7043010752688172
Cellulosilyticaceae	0.5	0.0	0.0	0.5
Cellvibrionaceae	0.0	0.33088235294117646	0.029411764705882353	0.6397058823529411
Cerasicoccaceae	0.0	0.5	0.0	0.5
Cesiribacteraceae	0.0	0.0	0.0	1.0
Chamaesiphonaceae	0.0	0.0	0.0	1.0
Chelatococcaceae	0.0	0.17073170731707318	0.2926829268292683	0.5365853658536586
Chitinibacteraceae	0.04819277108433735	0.24096385542168675	0.07228915662650602	0.6385542168674698
Chitinispirillaceae	0.0	0.5	0.0	0.5
Chitinivibrionaceae	0.0	1.0	0.0	0.0
Chitinophagaceae	0.024464831804281346	0.08868501529051988	0.2782874617737003	0.6085626911314985
Chlamydiaceae	0.0	0.0	0.0	1.0
Chloracidobacteriaceae	0.0	0.0	0.0	1.0
Chlorobiaceae	0.0	0.3	0.0	0.7
Chloroflexaceae	0.0	0.5	0.0	0.5
Chlorogloeopsidaceae	0.0	0.0	0.0	1.0
Christensenellaceae	0.625	0.0	0.0	0.375
Chromatiaceae	0.0	0.2857142857142857	0.0	0.7142857142857143
Chromobacteriaceae	0.06741573033707865	0.29213483146067415	0.07865168539325842	0.5617977528089888
Chroococcaceae	0.0	0.0	0.0	1.0
Chroococcidiopsidaceae	0.0	0.0	0.0	1.0
Chryseotaleaceae	0.0	0.2727272727272727	0.0	0.7272727272727273
Chrysiogenaceae	1.0	0.0	0.0	0.0
Chthonomonadaceae	0.0	0.0	1.0	0.0
Clostridiaceae	0.18032786885245902	0.053864168618266976	0.06088992974238876	0.7049180327868853
Clostridiales Family XVI. Incertae Sedis	0.0	0.0	0.0	1.0
Clostridiales Family XVII. Incertae Sedis	0.36363636363636365	0.2727272727272727	0.0	0.36363636363636365
Cohaesibacteraceae	0.0	0.5384615384615384	0.0	0.46153846153846156
Coleofasciculaceae	0.0	0.0	0.0	1.0
Colwelliaceae	0.01606425702811245	0.26907630522088355	0.0	0.714859437751004
Comamonadaceae	0.030560271646859084	0.16525183927560838	0.11205432937181664	0.6921335597057159
Conexibacteraceae	0.0	0.0	0.13636363636363635	0.8636363636363636
Conexivisphaeraceae	0.0	1.0	0.0	0.0
Coprobacillaceae	0.5625	0.0	0.0	0.4375
Coraliomargaritaceae	0.0	0.0	0.0	1.0
Coralliovaceae	0.0	0.0	0.0	1.0
Coriobacteriaceae	0.4661016949152542	0.0	0.0	0.5338983050847458
Corynebacteriaceae	0.3819951338199513	0.0	0.0	0.6180048661800487
Coxiellaceae	0.05	0.0	0.1	0.85
Crenotrichaceae	0.0	0.0	0.0	1.0
Crocinitomicaceae	0.0	0.3076923076923077	0.0	0.6923076923076923
Cryomorphaceae	0.0	0.25	0.0	0.75
Cryptosporangiaceae	0.0	0.0	0.47058823529411764	0.5294117647058824
Cuniculiplasmataceae	0.0	1.0	0.0	0.0
Cyanothecaceae	0.0	0.0	0.0	1.0
Cyclobacteriaceae	0.02120141342756184	0.4098939929328622	0.0353356890459364	0.5335689045936396
Cyclonatronaceae	0.0	0.0	0.0	1.0
Cymatolegaceae	0.0	0.0	0.0	1.0
Cytophagaceae	0.2391304347826087	0.11956521739130435	0.15217391304347827	0.4891304347826087
Deferribacteraceae	0.0	0.0	0.0	1.0
Deferrisomataceae	0.0	1.0	0.0	0.0
Deferrivibrionaceae	0.0	0.0	0.0	1.0
Defluviitaleaceae	1.0	0.0	0.0	0.0
Dehalococcoidaceae	0.0	0.375	0.125	0.5
Deinococcaceae	0.38425925925925924	0.125	0.07407407407407407	0.4166666666666667
Demequinaceae	0.375	0.125	0.03125	0.46875
Dermabacteraceae	0.34210526315789475	0.0	0.0	0.6578947368421053
Dermacoccaceae	0.5238095238095238	0.0	0.07142857142857142	0.40476190476190477
Dermatophilaceae	0.43478260869565216	0.0	0.0	0.5652173913043478
Desertifilaceae	0.0	0.0	0.0	1.0
Desulfallaceae	0.0	0.2	0.6	0.2
Desulfarculaceae	0.0	0.0	0.0	1.0
Desulfatibacillaceae	0.0	1.0	0.0	0.0
Desulfatiglandaceae	0.0	0.0	0.0	1.0
Desulfatirhabdiaceae	0.0	1.0	0.0	0.0
Desulfitibacteraceae	0.0	0.0	0.0	1.0
Desulfitobacteriaceae	0.07407407407407407	0.07407407407407407	0.07407407407407407	0.7777777777777778
Desulfobacteraceae	0.0	0.36363636363636365	0.0	0.6363636363636364
Desulfobulbaceae	0.0	0.23076923076923078	0.0	0.7692307692307693
Desulfocapsaceae	0.0	0.0	0.0	1.0
Desulfococcaceae	0.0	0.75	0.0	0.25
Desulfohalobiaceae	0.0	1.0	0.0	0.0
Desulfomicrobiaceae	0.16666666666666666	0.5	0.0	0.3333333333333333
Desulfonatronaceae	0.0	1.0	0.0	0.0
Desulfonatronovibrionaceae	0.0	1.0	0.0	0.0
Desulfonauticaceae	0.0	0.5	0.0	0.5
Desulfoplanaceae	0.0	1.0	0.0	0.0
Desulforegulaceae	0.0	1.0	0.0	0.0
Desulfosarcinaceae	0.0	0.6363636363636364	0.0	0.36363636363636365
Desulfotomaculaceae	0.26666666666666666	0.4666666666666667	0.0	0.26666666666666666
Desulfovibrionaceae	0.12138728323699421	0.35260115606936415	0.011560693641618497	0.5144508670520231
Desulfurellaceae	0.0	1.0	0.0	0.0
Desulfuribacillaceae	1.0	0.0	0.0	0.0
Desulfurisporaceae	0.0	1.0	0.0	0.0
Desulfurobacteriaceae	0.14285714285714285	0.7142857142857143	0.0	0.14285714285714285
Desulfurococcaceae	0.0	0.2	0.0	0.8
Desulfuromonadaceae	0.0	0.23809523809523808	0.0	0.7619047619047619
Dethiobacteraceae	0.0	0.0	0.0	1.0
Dethiosulfovibrionaceae	0.0	0.5	0.0	0.5
Devosiaceae	0.02247191011235955	0.19101123595505617	0.10112359550561797	0.6853932584269663
Dictyobacteraceae	0.0	0.0	0.0	1.0
Dictyoglomaceae	0.0	1.0	0.0	0.0
Dietziaceae	0.17777777777777778	0.0	0.0	0.8222222222222222
Dissulfuribacteraceae	0.0	1.0	0.0	0.0
Dongiaceae	0.0	0.19047619047619047	0.3333333333333333	0.47619047619047616
Dysgonomonadaceae	0.09615384615384616	0.19230769230769232	0.0	0.7115384615384616
Echinimonadaceae	0.0	0.3333333333333333	0.0	0.6666666666666666
Ectothiorhodospiraceae	0.024844720496894408	0.30434782608695654	0.055900621118012424	0.6149068322981367
Eggerthellaceae	0.3119266055045872	0.0	0.0	0.6880733944954128
Egibacteraceae	0.0	0.0	1.0	0.0
Egicoccaceae	0.0	0.0	0.0	1.0
Elioraeaceae	0.0	0.44	0.0	0.56
Emcibacteraceae	0.0	0.3076923076923077	0.0	0.6923076923076923
Endomicrobiaceae	0.0	0.0	0.0	1.0
Endozoicomonadaceae	0.0	0.2786885245901639	0.0	0.7213114754098361
Enterobacteriaceae	0.4793536804308797	0.0	0.0	0.5206463195691203
Enterococcaceae	0.1875	0.0125	0.0	0.8
Entophysalidaceae	0.0	0.0	0.0	1.0
Erwiniaceae	0.19686800894854586	0.0	0.0	0.8031319910514542
Erysipelotrichaceae	0.4	0.0	0.0	0.6
Erythrobacteraceae	0.01627906976744186	0.27674418604651163	0.009302325581395349	0.6976744186046512
Eubacteriaceae	0.22018348623853212	0.11009174311926606	0.009174311926605505	0.6605504587155964
Euzebyaceae	0.0	0.6	0.4	0.0
Fastidiosibacteraceae	0.0	0.08333333333333333	0.0	0.9166666666666666
Ferrimonadaceae	0.0	0.6122448979591837	0.0	0.3877551020408163
Ferroplasmaceae	0.0	0.0	0.0	1.0
Ferrovaceae	0.0	0.0	0.0	1.0
Fervidibacteraceae	0.0	0.0	0.0	1.0
Fibrobacteraceae	0.1	0.0	0.0	0.9
Fictibacillaceae	0.0	0.02666666666666667	0.6266666666666667	0.3466666666666667
Fidelibacteraceae	0.0	0.0	0.0	1.0
Filifactoraceae	0.0	0.5	0.0	0.5
Fimbriimonadaceae	0.0	0.0	1.0	0.0
Flammeovirgaceae	0.0	0.41304347826086957	0.0	0.5869565217391305
Flavobacteriaceae	0.020826220553089792	0.2601570501877774	0.010242403550699898	0.7087743257084329
Flectobacillaceae	0.0	0.4107142857142857	0.0	0.5892857142857143
Flexibacteraceae	0.0	1.0	0.0	0.0
Fluviibacteraceae	0.0	1.0	0.0	0.0
Fontisphaeraceae	0.0	0.0	0.0	1.0
Fortieaceae	0.0	0.0	0.0	1.0
Francisellaceae	0.0	0.3333333333333333	0.0	0.6666666666666666
Frankiaceae	0.0	0.0	0.12244897959183673	0.8775510204081632
Fulvivirgaceae	0.0	0.0851063829787234	0.0851063829787234	0.8297872340425532
Fusibacteraceae	0.4	0.1	0.0	0.5
Fusobacteriaceae	0.2857142857142857	0.07142857142857142	0.0	0.6428571428571429
Futianiaceae	0.0	0.0	0.0	1.0
Gaiellaceae	0.0	0.0	1.0	0.0
Gallaecimonadaceae	0.0	0.25	0.0	0.75
Gallionellaceae	0.0	0.09090909090909091	0.0	0.9090909090909091
Gaopeijiaceae	0.0	0.0	0.0	1.0
Geitlerinemataceae	0.0	0.0	0.0	1.0
Geminicoccaceae	0.0	0.10526315789473684	0.10526315789473684	0.7894736842105263
Geminocystaceae	0.0	0.0	0.0	1.0
Gemmataceae	0.0	0.08695652173913043	0.13043478260869565	0.782608695652174
Gemmatimonadaceae	0.0	0.2	0.0	0.8
Geoalkalibacteraceae	0.0	0.6666666666666666	0.0	0.3333333333333333
Geobacteraceae	0.0	0.0547945205479452	0.2465753424657534	0.6986301369863014
Geochordaceae	0.0	0.0	0.0	1.0
Geodermatophilaceae	0.04784688995215311	0.0	0.32057416267942584	0.631578947368421
Geopsychrobacteraceae	0.0	0.42857142857142855	0.0	0.5714285714285714
Geothermobacteraceae	0.0	1.0	0.0	0.0
Geovibrionaceae	0.0	0.5	0.0	0.5
Gloeobacteraceae	0.0	0.0	0.0	1.0
Gloeomargaritaceae	0.0	0.0	0.0	1.0
Glycomycetaceae	0.13580246913580246	0.0	0.13580246913580246	0.7283950617283951
Gordoniaceae	0.21153846153846154	0.038461538461538464	0.0	0.75
Gottschalkiaceae	0.0	0.0	0.0	1.0
Govanellaceae	0.0	0.0	0.0	1.0
Granulosicoccaceae	0.0	0.6363636363636364	0.0	0.36363636363636365
Guptibacillaceae	0.0	0.8260869565217391	0.0	0.17391304347826086
Hafniaceae	0.8571428571428571	0.0	0.0	0.14285714285714285
Hahellaceae	0.0	0.23076923076923078	0.0	0.7692307692307693
Haladaptataceae	0.0	0.09090909090909091	0.11363636363636363	0.7954545454545454
Halalkalicoccaceae	0.0	0.0	0.0	1.0
Halanaerobiaceae	0.0	0.625	0.0	0.375
Halarsenatibacteraceae	0.0	1.0	0.0	0.0
Halieaceae	0.0	0.3333333333333333	0.0	0.6666666666666666
Haliovirgaceae	0.0	0.0	0.0	1.0
Haliscomenobacteraceae	0.0	0.0	0.0	1.0
Haloarculaceae	0.0234375	0.140625	0.046875	0.7890625
Halobacteriaceae	0.0	0.28888888888888886	0.044444444444444446	0.6666666666666666
Halobacteriovoraceae	0.0	0.0	0.0	1.0
Halobacteroidaceae	0.16666666666666666	0.3333333333333333	0.0	0.5
Halococcaceae	0.09090909090909091	0.45454545454545453	0.0	0.45454545454545453
Haloferacaceae	0.04854368932038835	0.2783171521035599	0.022653721682847898	0.6504854368932039
Halomonadaceae	0.15459610027855153	0.22284122562674094	0.025069637883008356	0.5974930362116991
Halorubellaceae	0.0	0.2727272727272727	0.0	0.7272727272727273
Halorutilaceae	0.0	0.0	0.0	1.0
Halothecacae	0.0	0.0	0.0	1.0
Halothiobacillaceae	0.0	0.0	0.0	1.0
Hapalosiphonaceae	0.0	0.0	0.0	1.0
Helicobacteraceae	0.24369747899159663	0.0	0.0	0.7563025210084033
Heliobacteriaceae	0.5	0.0	0.0	0.5
Herpetosiphonaceae	0.0	0.0	0.0	1.0
Hippeaceae	0.0	0.3333333333333333	0.0	0.6666666666666666
Holophagaceae	0.0	0.07462686567164178	0.0	0.9253731343283582
Holosporaceae	0.0	0.0	0.0	1.0
Hoyosellaceae	0.3076923076923077	0.0	0.0	0.6923076923076923
Hydrococcaceae	0.0	0.0	0.0	1.0
Hydrogenimonadaceae	0.0	0.25	0.0	0.75
Hydrogenophilaceae	0.4	0.4	0.0	0.2
Hydrogenothermaceae	0.125	0.375	0.0	0.5
Hymenobacteraceae	0.11449016100178891	0.01073345259391771	0.16815742397137745	0.7066189624329159
Hyphomicrobiaceae	0.0	0.14583333333333334	0.25	0.6041666666666666
Hyphomonadaceae	0.0	0.6	0.0	0.4
Iamiaceae	0.0	0.0	0.29411764705882354	0.7058823529411765
Ichthyobacteriaceae	1.0	0.0	0.0	0.0
Idiomarinaceae	0.10204081632653061	0.5204081632653061	0.0	0.37755102040816324
Ignatzschineriaceae	0.631578947368421	0.0	0.0	0.3684210526315789
Ilumatobacteraceae	0.0	0.6	0.0	0.4
Immundisolibacteraceae	0.0	0.0	0.0	1.0
Intestinicryptomonadaceae	0.0	0.0	0.0	1.0
Intrasporangiaceae	0.14655172413793102	0.034482758620689655	0.21551724137931033	0.603448275862069
Iodidimonadaceae	0.0	0.0	0.0	1.0
Isosphaeraceae	0.0	0.0	0.09090909090909091	0.9090909090909091
Jatrophihabitantaceae	0.0	0.0	0.2	0.8
Jiangellaceae	0.0	0.0	0.5454545454545454	0.45454545454545453
Jonesiaceae	0.75	0.0	0.0	0.25
Kaistiaceae	0.0	0.5185185185185185	0.14814814814814814	0.3333333333333333
Kallotenuaceae	0.0	0.0	1.0	0.0
Kangiellaceae	0.0	0.6363636363636364	0.0	0.36363636363636365
Ketobacteraceae	0.0	0.5	0.0	0.5
Kiloniellaceae	0.0	0.4	0.0	0.6
Kineosporiaceae	0.22413793103448276	0.034482758620689655	0.13793103448275862	0.603448275862069
Kiritimatiellaceae	0.0	1.0	0.0	0.0
Koleobacteraceae	0.0	0.0	0.0	1.0
Kolteriaceae	0.0	0.0	0.0	1.0
Kordiimonadaceae	0.0	0.4230769230769231	0.0	0.5769230769230769
Kosmotogaceae	0.0	1.0	0.0	0.0
Kribbellaceae	0.0	0.0	0.18674698795180722	0.8132530120481928
Kribbibacteriaceae	0.0	0.0	0.0	1.0
Kytococcaceae	0.8	0.0	0.0	0.2
Lachnospiraceae	0.22905759162303665	0.0	0.005235602094240838	0.7657068062827225
Lacipirellulaceae	0.0	0.0	0.05263157894736842	0.9473684210526315
Lactobacillaceae	0.7092198581560284	0.0	0.0	0.2907801418439716
Laspinemataceae	0.0	0.0	0.0	1.0
Lawsonellaceae	1.0	0.0	0.0	0.0
Leadbetterellaceae	0.0	0.4090909090909091	0.0	0.5909090909090909
Leeiaceae	0.0	0.6666666666666666	0.0	0.3333333333333333
Legionellaceae	0.0	0.5	0.07017543859649122	0.4298245614035088
Lentimicrobiaceae	0.0	0.5	0.0	0.5
Lentisphaeraceae	0.0	0.5	0.0	0.5
Leptolyngbyaceae	0.0	0.0	0.0	1.0
Leptospiraceae	0.0	0.057971014492753624	0.043478260869565216	0.8985507246376812
Leptotrichiaceae	0.3333333333333333	0.06060606060606061	0.0	0.6060606060606061
Lewinellaceae	0.0	0.55	0.0	0.45
Lichenihabitantaceae	0.17647058823529413	0.0	0.0	0.8235294117647058
Limisphaeraceae	0.0	0.0	0.0	1.0
Limnochordaceae	1.0	0.0	0.0	0.0
Listeriaceae	0.5	0.0	0.0	0.5
Litorivicinaceae	0.0	0.5	0.0	0.5
Lujinxingiaceae	0.0	0.3333333333333333	0.0	0.6666666666666666
Luteibaculaceae	0.0	0.0	0.0	1.0
Lutisporaceae	1.0	0.0	0.0	0.0
Lysobacteraceae	0.2668711656441718	0.06134969325153374	0.10736196319018405	0.5644171779141104
Magnetococcaceae	0.0	0.3333333333333333	0.0	0.6666666666666666
Magnetospirillaceae	0.0	0.7	0.0	0.3
Magnetovibrionaceae	0.0	0.3333333333333333	0.0	0.6666666666666666
Maliibacteriaceae	0.0	0.0	0.0	1.0
Mangrovivirgaceae	0.0	0.0	0.0	1.0
Maricaulaceae	0.0392156862745098	0.5098039215686274	0.0	0.45098039215686275
Marinicellaceae	0.0	0.3	0.0	0.7
Marinifilaceae	0.05405405405405406	0.16216216216216217	0.0	0.7837837837837838
Marinilabiliaceae	0.2033898305084746	0.288135593220339	0.0	0.5084745762711864
Marinobacteraceae	0.0	0.2830188679245283	0.006289308176100629	0.710691823899371
Mariprofundaceae	0.0	0.125	0.0	0.875
Marivirgaceae	0.0	0.6	0.0	0.4
Melioribacteraceae	0.0	0.0	0.0	1.0
Merismopediaceae	0.0	0.0	0.0	1.0
Methanobacteriaceae	0.13793103448275862	0.09195402298850575	0.0	0.7701149425287356
Methanocalculaceae	0.0	0.75	0.0	0.25
Methanocaldococcaceae	0.0	0.3333333333333333	0.0	0.6666666666666666
Methanocellaceae	0.0	0.0	0.0	1.0
Methanococcaceae	0.2222222222222222	0.3333333333333333	0.0	0.4444444444444444
